id,created_at,text
1180914218436042752,2019-10-06 18:34:24,"b""@Riqblaze @ImohUmoren @MhistaMega Things I don't Understand.\nViolet Hill.\nSquare One.\nCharlie Brown.\nCemeteries of\xe2\x80\xa6 https://t.co/mcqqkI9W6P"""
1180864801112805378,2019-10-06 15:18:02,b'@VICO_VNO @MI_Abaga @VectorThaViper @KraksTV @gafiyung'
1180855119270862848,2019-10-06 14:39:34,b'@SJosephBurns @gafiyung'
1180541163490742273,2019-10-05 17:52:01,"b'@Riqblaze Exactly. Make that a system of non-linear equations sef with infinite numbers of variables and equations,\xe2\x80\xa6 https://t.co/QoFlp6xN1E'"
1180521496457990145,2019-10-05 16:33:52,"b""@Riqblaze I shouldn't be using this word, but the autocracy itself is its own recursive answer about the God model.\xf0\x9f\x98\x80"""
1180519828395905026,2019-10-05 16:27:14,"b'@Riqblaze No, I wasn\'t saying to spare Hitler and Stalin, am I mad? lol. I meant ""if you can make coding errors, yo\xe2\x80\xa6 https://t.co/q6kFIL4qJq'"
1180517485499551744,2019-10-05 16:17:56,"b'@Riqblaze The free will thingy is a whole convo on its own, but how about, say, we attribute Hitler, Stalin et al.\xe2\x80\xa6 https://t.co/b2zIDntxNH'"
1180484083996078082,2019-10-05 14:05:12,"b""@Mochievous @oapeterr ...believed in me when I didn't think I was worth anything. As awesome as they come, plus a lot more\xf0\x9f\x99\x8c"""
1180483803921420288,2019-10-05 14:04:05,"b""@Mochievous @oapeterr best of 'em all. Practically turned everything around for me at a time my grades were tanking\xe2\x80\xa6 https://t.co/iBAxmwlq6f"""
1180393283941478400,2019-10-05 08:04:24,b'@Olutominsin *dirty look\xf0\x9f\x98\x8f'
1180370590559027201,2019-10-05 06:34:13,"b""@Riqblaze God: Who is Sophia?\n\nMe: Oga you're a creator too, you know these things happen. I mean, just look at Hit\xe2\x80\xa6 https://t.co/KB1bu0FRwr"""
1180356698470584321,2019-10-05 05:39:01,b'@z3nblack Great. Thank you.'
1180194913708920832,2019-10-04 18:56:09,b'@z3nblack *are these...'
1180194682883772419,2019-10-04 18:55:14,"b'@z3nblack Is this up yet? Rather, is it going to be up at all?'"
1180093348947877890,2019-10-04 12:12:34,b'@teacherlenk @gafiyung \xf0\x9f\x91\xbb'
1180082435561799685,2019-10-04 11:29:12,"b""RT @toniastro_: Thanks to everyone,@segalink and the team behind #stopRobbingUs \xf0\x9f\x99\x8f!\nI've been assured by the police of the full recovery of\xe2\x80\xa6"""
1179754901892685825,2019-10-03 13:47:42,b'RT @LipglossMAFFIA: Please RT\xf0\x9f\x98\x8a\n\nDm to order. (Only payment confirms a hold on a book) https://t.co/QUCfUyeWAY'
1177830156636971009,2019-09-28 06:19:27,"b""I feel like you just defined value without mentioning the word 'value' https://t.co/ticnY2Nmyb"""
1177563638858768384,2019-09-27 12:40:24,b'Life for Rent - Dido \xf0\x9f\x98\x94 https://t.co/4SqT0RBIcw'
1176762968283013120,2019-09-25 07:38:49,b'@Olutominsin Heyyy... Fulgham was the guy who was supposed to officiate final rites that involved spreading ashes f\xe2\x80\xa6 https://t.co/K0aqG58zs0'
1176759950804168704,2019-09-25 07:26:50,"b""@Olutominsin Yasssssss! If only that Jesuit Reverend was Robert Fulgham, it'd have been straight from an idyllic novel."""
1176756688000552960,2019-09-25 07:13:52,b'@ololadetosin06 @Olutominsin @gafiyung this is spooky mahn.'
1176413708454694913,2019-09-24 08:30:59,b'@michaelbatnick @gafiyung'
1175896720007299072,2019-09-22 22:16:39,"b'Not totally related, but this reminds me of a quote credited to Eleanor Roosevelt- ""It is essential that we cast ou\xe2\x80\xa6 https://t.co/EJJQ3Y1Efa'"
1175892253992243201,2019-09-22 21:58:55,"b'Principles (Life and Work)- Ray Dalio. Always do your homework, plan for all possible outcomes... Put in the work a\xe2\x80\xa6 https://t.co/J8ORKVRQ8I'"
1175770762487193600,2019-09-22 13:56:09,"b'@z3nblack Choosing what to believe in is the hard part, I think.'"
1175743003425693698,2019-09-22 12:05:50,"b'@KiyaniBba Off the top of my head, Religion For The Nonreligious is my number one post. The Fermi Paradox number 2,\xe2\x80\xa6 https://t.co/dCLsnML40H'"
1175713286744137733,2019-09-22 10:07:45,b'RT @SJosephBurns: Alternative forms of rich:\n\nYou can go to bed and wake up when you want to. \n\nYou can buy any book you want. \n\nYou have t\xe2\x80\xa6'
1175681992056299520,2019-09-22 08:03:24,b'@docolumide Interesting. @nntaleb said this about George Soros and a couple others in one of his books. This drives the point home.'
1175295510737014784,2019-09-21 06:27:40,b'@TellYourSonThis Nada.'
1169901791728717830,2019-09-06 09:14:57,b'@lemideofibadan @LubesToday \xf0\x9f\x98\xba'
1166419146051137536,2019-08-27 18:36:10,b'@Olutominsin \xf0\x9f\x98\x83'
1163165126972727297,2019-08-18 19:05:51,"b""RT @z3nblack: 25/ But we have to figure out how to do this in a way that doesn't suddenly put us at a disadvantage, relative to ppl who don\xe2\x80\xa6"""
1163164966213603329,2019-08-18 19:05:13,"b""RT @z3nblack: 23/ Something about this landscape isn't simply about progress. Its about progress in a very narrow sense, &amp; its quite danger\xe2\x80\xa6"""
1163162623095070720,2019-08-18 18:55:54,"b""Ain't nothing music and a good book won't fix."""
1160804189007691779,2019-08-12 06:44:20,b'@z3nblack \xf0\x9f\x98\x81'
1160800767265169408,2019-08-12 06:30:44,"b'@z3nblack ...well... when you expand a bubble long enough, it bursts eventually, so back to square zero I guess.'"
1160800429527195648,2019-08-12 06:29:23,"b'@z3nblack Ermmm... This might actually be ""bubble expanding"" for some folks.\xe2\x98\xba'"
1159114740813172736,2019-08-07 14:51:04,b'@TheWeirdWorld Once in a while?'
1157334016007294976,2019-08-02 16:55:06,b'@id_joshua @Kingwole Lol man. This is how you get off now?\xf0\x9f\x91\x80'
1155866656050241537,2019-07-29 15:44:20,b'RT @ItzzGolden: Balance the likes and retweets https://t.co/fexINFeQLb'
1154913757354700800,2019-07-27 00:37:51,"b'@UgwunnaEjikem ""I\'m like Nevada in the middle of the summer.\nI\'m resting in the lead I need a pillow and a cover.\nS\xe2\x80\xa6 https://t.co/uClF1edpdR'"
1154913046118195200,2019-07-27 00:35:02,"b""@UgwunnaEjikem My mind shine even when my thoughts seem dark\nPistol on my side you don't wanna hear that thing talk\xe2\x80\xa6 https://t.co/edYBQmK1Wf"""
1154910451261681664,2019-07-27 00:24:43,"b'@bbjarmaa @UgwunnaEjikem Why that why this, why you on that why shit? :)'"
1154910146088394758,2019-07-27 00:23:30,"b""@UgwunnaEjikem Cut school, sell crack, sorry I'm just thinking back.\nCall call me crazy, I've been called worse, it\xe2\x80\xa6 https://t.co/Sb47Yh4ljR"""
1154909272083509254,2019-07-27 00:20:02,"b'@UgwunnaEjikem ""Real G\'s move in silence like Lasagna.\nWoman of my dreams, I don\'t sleep so I can\'t see her""\n\n""So I\xe2\x80\xa6 https://t.co/6CKUUV6l89'"
1154908491657752576,2019-07-27 00:16:56,"b'@UgwunnaEjikem ""Man I got summer hatin\' on me coz I\'m hotter than the sun.\nSpring hating on me coz I ain\'t ever spr\xe2\x80\xa6 https://t.co/vDeTk5jLTk'"
1154904604657815552,2019-07-27 00:01:29,b'@BreneBrown https://t.co/cQ69QoTC9F'
1154904537225932801,2019-07-27 00:01:13,b'RT @z3nblack: @amdaddeo In vulnerability lies strength.'
1150814551178403840,2019-07-15 17:09:04,b'Yassss! https://t.co/nR1gJuEyQK'
1150408187268489216,2019-07-14 14:14:20,b'@position_trader Cc: @NMWillz'
1147897512419823616,2019-07-07 15:57:48,b'@Olutominsin Kpele adoptee\xf0\x9f\x98\xb8'
1147490623274061824,2019-07-06 13:00:58,b'RT @adebimpe_ad: It is actually okay to say \xe2\x80\x9cI don\xe2\x80\x99t know enough to form an opinion\xe2\x80\x9d.'
1147481129827676160,2019-07-06 12:23:15,b'@TheVunderkind We all gotta have kids.'
1145751842628018176,2019-07-01 17:51:40,"b'@TheVunderkind We were right as 7 year olds; ""Actor no dey die""'"
1143420238589022214,2019-06-25 07:26:43,"b'@kemifalodun Ermm... about volunteering at a centre for kids with autism, I think Funmi Oyatogun has a camp coming up soon.'"
1143191054390349825,2019-06-24 16:16:01,"b""@Biliquis_X @MomentsWithBren @TheAlphawomanTT I'm adding rolodex to my rolodex."""
1143136211181232128,2019-06-24 12:38:05,b'RT @geennnyyy: A masters degree https://t.co/NicRpLc6uC'
1143135587102334976,2019-06-24 12:35:37,b'@NaijaFlyingDr I swear by this.'
1142427736365031425,2019-06-22 13:42:52,"b""@Ayobamidele___ Abeg what's Zaga's twitter handle? This one cannot pass without name dropping."""
1142039422562701312,2019-06-21 11:59:51,b'*sighs\xf0\x9f\x98\xa5'
1141729638508650496,2019-06-20 15:28:52,b'@SherlockGantan Shhh... This tweet is too loud\xf0\x9f\x98\x9f\xf0\x9f\x98\x9f'
1141727946174095360,2019-06-20 15:22:09,b'Very important nuance right here. https://t.co/C2bd28Wp1p'
1141381122712113152,2019-06-19 16:24:00,"b'RT @naval: 16/ Merit in markets is determined by a commitment of resources. The resource is money, a form of frozen and trade-able time.'"
1140668121327575041,2019-06-17 17:10:47,"b""RT @andyRoidO: If we're honest, the gorilla deserves the money.\nHe was the reason tourists came to the zoo. They paid to see HIM.\nThe zoo i\xe2\x80\xa6"""
1140657026424561664,2019-06-17 16:26:42,b'@TheVunderkind Is this really a bad habit?'
1139772726321639424,2019-06-15 05:52:48,b'@kemifalodun I woke up around 3am sometime in 2016 and wrote a poem on a hunch using sticky notes on my PC. Someone\xe2\x80\xa6 https://t.co/nOrg95Uk5x'
1134453310830927872,2019-05-31 13:35:21,"b""@MrBure @ItsUncleStephen here's your future."""
1123568321297879040,2019-05-01 12:42:17,b'@K_alexis15 @heaverpow28 @JulianahOdeyemi @id_joshua @biolah_baba @dejeludire @Joseph72230 @gafiyung this feels lik\xe2\x80\xa6 https://t.co/5IeEa1fY0c'
1123352739411632129,2019-04-30 22:25:38,b'@TheRealBDabney @BrittTorrez \xe2\x98\xba'
1123351296940150790,2019-04-30 22:19:54,b'@BrittTorrez @TheRealBDabney'
1122877739869011968,2019-04-29 14:58:09,b'@cesiumplutonium @Ayobamidele___ @Gidi_Traffic My childhood\xf0\x9f\x98\xa2'
1120610850346287104,2019-04-23 08:50:21,b'@funmioyatogun @ChiomaUkonu'
1120062934279962625,2019-04-21 20:33:07,b'@ayotola_ Wondering about what happens at death will definitely be way more than two weeks for me lol'
1119937767277039616,2019-04-21 12:15:45,b'@realteewhy Your weight gain hack'
1119856734816866304,2019-04-21 06:53:46,b'@realteewhy Share link\xf0\x9f\x98\xad'
1119280176167309313,2019-04-19 16:42:43,"b""@Olutominsin @anteksiler It's not only you."""
1119270044960219137,2019-04-19 16:02:28,b'@TheBookDealerNG The Fault in our Stars. John Green'
1023233677520719872,2018-07-28 15:48:14,b'@_tonnymar \xf0\x9f\x98\x82 Another fun part is freaking everyone around out by having the same song on repeat for hours on end.'
1023229303872520192,2018-07-28 15:30:51,"b""@_tonnymar In my case, a few good weeks. And with Ryan Shupe's 'Dream Big', it was a couple months\xf0\x9f\x98\x83."""
1022926099255386112,2018-07-27 19:26:01,"b'The idea of a stochastic universe appeals to me, but disorder and chaos scare me. Mad ass paradox.'"
1021090924041039872,2018-07-22 17:53:41,b'RT @ValaAfshar: Neil Gaiman on imposter syndrome https://t.co/fEKsaTMwLx'
1020923344533803008,2018-07-22 06:47:47,b'@amandadeibert @oapeterr \xf0\x9f\x92\x95'
1020665623460884480,2018-07-21 13:43:42,b'@realteewhy @ElitePrepSAT I should not have googled\xf0\x9f\x98\xad https://t.co/MSpjTCgq5A'
1020663014033362944,2018-07-21 13:33:20,"b""@ElitePrepSAT @realteewhy Sighs...I've been looking for this word for days... Visceral kept popping up in my mind i\xe2\x80\xa6 https://t.co/7sTV0DJixW"""
1019641019929976833,2018-07-18 17:52:17,b'@ComedicBizman @realteewhy when we dey enter dem Dangote and Otedola DM??'
1016001113710002177,2018-07-08 16:48:36,"b""@hartng Law number something in Greene's 48 laws of power\xf0\x9f\x98\x8a"""
1015991442089574402,2018-07-08 16:10:10,b'@AliBakare @Shareee The nostalgia \xf0\x9f\x98\xad I remember my father bought me this alongside a copy of Akpan and the smugglers.'
1014874941668327424,2018-07-05 14:13:36,b'RT @TheVunderkind: FatherMerin or FourFather. Retarded \xf0\x9f\x98\x82 https://t.co/HQduCxheZo'
1014515113695510529,2018-07-04 14:23:46,"b'RT @Chiskyyy: @Chinny3bs sister, a Corps member was shot dead by the police by 3am today she is in Federal secretariat police station Abuja\xe2\x80\xa6'"
1013860601544826880,2018-07-02 19:02:58,b'https://t.co/41tpHbMeVv'
1013150381629739014,2018-06-30 20:00:49,"b""@z3nblack Okay, maybe I should tell the whole story;\nGot to the part where you referenced Albert Camus' The Strange\xe2\x80\xa6 https://t.co/KpGFtemOga"""
1013149205089615872,2018-06-30 19:56:08,b'RT @z3nblack: @ay_lithe You are in flow.'
1013148397249933312,2018-06-30 19:52:55,"b'@z3nblack Someone is visiting right now, and actually reading (about intuition). And then this tweet happened. Feel\xe2\x80\xa6 https://t.co/MzsijscnQ4'"
1013147891974770688,2018-06-30 19:50:55,"b'@FatherMerry I guess learning to ignore it and treat people nicely regardless of it might, over time, help to reset prejudice/profiling.'"
1013142968197316608,2018-06-30 19:31:21,"b'I wish I was buying hard copies of these books and building an actual library, not nicking them off free PDF sites like this. *sighs'"
1010237523275210752,2018-06-22 19:06:09,b'RT @ValaAfshar: You can spend a lifetime to build a good reputation and then ruin your efforts with less than 280 characters.\n\nBe mindful o\xe2\x80\xa6'
1010123728066359296,2018-06-22 11:33:58,b'RT @TyvpL: my future be on my mind heavy..'
1009839034389147654,2018-06-21 16:42:42,"b""@DejEludire Lol, there are marks for trying abeg, even if they're virtual marks."""
1009837518060228608,2018-06-21 16:36:40,b'@DejEludire Goals.'
1005526183201603585,2018-06-09 19:04:58,"b'@Godspower_World ""Carry on""- Fun.\n\n#MusicSharing'"
1003677662320189440,2018-06-04 16:39:36,b'@jimkwik @oapeterr'
1001196566735216640,2018-05-28 20:20:37,"b'RT @andyRoidO: When I ran for House of Assembly in 2011, a man in my village whose support I sought showed me the manifestos of every polit\xe2\x80\xa6'"
1001195146287960064,2018-05-28 20:14:58,"b'@ayotola_ Word! Just tonight, I was thinking about the possibility of happiness being only a desirable extra, and p\xe2\x80\xa6 https://t.co/EZ8X4hwa8c'"
999992447211069440,2018-05-25 12:35:53,"b'@LubesToday @eLDeeTheDon Which of the ""heres""? Twitter \'here\', or the \'here\' you were referring to in the tweet?'"
999739985866698753,2018-05-24 19:52:41,"b""@LubesToday @eLDeeTheDon You're where?\xf0\x9f\x99\x83"""
988778874225020929,2018-04-24 13:57:08,b'@badsciencejoks @Joseph72230 @DejEludire @KaphayahOk  Best ever!\xe2\x9c\x8a'
980483090639409157,2018-04-01 16:32:39,b'@TheChulalah *has fallen down...'
980457165013049344,2018-04-01 14:49:38,b'@_tonnymar Best in the world!\xf0\x9f\x98\x8a\xf0\x9f\x91\x8d'
976537324728274945,2018-03-21 19:13:36,"b'@PudziiStaxx Okay, then, thanks again.'"
976228809023336449,2018-03-20 22:47:40,"b'@PudziiStaxx Oh great, thanks for responding. I would be grateful if you could mail it to me at perindo07@gmail.com'"
976150893556043778,2018-03-20 17:38:03,b'@ItsUncleStephen @PudziiStaxx Do you have a soft copy please?'
975226096793935873,2018-03-18 04:23:14,"b'@Joseph72230 @mhiz_bayor @DejEludire Lol Joe, it is in a way, dem Ogunnaike et al are pseudo-wizards abeg, those things hard.'"
961235224377085953,2018-02-07 13:48:31,"b'RT @TheWeirdWorld: We have two universal languages: mathematics, and music. One to describe the universe, and one to describe how we feel a\xe2\x80\xa6'"
945555428867485696,2017-12-26 07:22:36,"b""RT @dondekojo: Kingsman: The Secret Service Valentine does have a valid point concerning the sustainability of humanity's growing populatio\xe2\x80\xa6"""
942955244002136069,2017-12-19 03:10:24,"b'RT @J_D_Landis: Would you rather be intelligent or wise?  (It\'s an ""or""--so please no ""both."")'"
939726482464747520,2017-12-10 05:20:27,b'RT @DejEludire: Any project you do can either make or break you.\nThere is no insignificant project.\nGive every project your best shot!\n- Pr\xe2\x80\xa6'
939353204231495681,2017-12-09 04:37:10,b'@realteewhy Lmho. Stay safe boss.'
937259753847296000,2017-12-03 09:58:33,b'@tobi @id_joshua @id_joshua somebody tag prof. Ogbimi :)'
937258931554078722,2017-12-03 09:55:17,b'@StinaLeicht Americanah. Chimamanda Ngozi Adichie'
911192073310736386,2017-09-22 11:34:54,"b""@Datboy_NOT @J_D_Landis ...there's no tomorrow, just a picture perfect day. \xc2\xa9Jay-Z"""
910789724138348544,2017-09-21 08:56:06,b'@neverknownfacts My folks were and this tweet is a lie \xf0\x9f\x98\x89'
910783269175726083,2017-09-21 08:30:27,b'@akanwameme03 @UberFacts AKANWACHINEMEREM!!!! \xf0\x9f\x98\x82'
910557398015856641,2017-09-20 17:32:55,b'RT @TheWeirdWorld: Optimus has 7 letters. 7 is a prime number. Optimus is Prime'
910557126384287750,2017-09-20 17:31:50,b'@TobyKelechi \xf0\x9f\x98\x82'
910128026951802880,2017-09-19 13:06:45,b'@KarlreMarks \xc3\x92d\xc3\xa8 ni b\xc3\xb3b\xc3\xb3 yi sh\xc3\xa1 \xf0\x9f\x98\x82'
908931662247088128,2017-09-16 05:52:50,b'@Sympli_lai @obyezeks @TokarAdamu Ife grad alert \xf0\x9f\x98\x81'
907853773711855617,2017-09-13 06:29:41,b'@_tonnymar Now this \xf0\x9f\x98\x82'
907712030379008000,2017-09-12 21:06:27,b'RT @Advil: i just found out that the division symbol (\xc3\xb7) is just a blank fraction with dots replacing the numerator and denominator. oh my\xe2\x80\xa6'
907027944417189888,2017-09-10 23:48:08,b'RT @TheWeirdWorld: Task manager not responding is like a fire extinguisher catching fire.'
907024332714647552,2017-09-10 23:33:47,b'RT @TheWeirdWorld: I mildly dislike everybody except for myself. I hate myself.'
907024031609704448,2017-09-10 23:32:35,b'@TheWeirdWorld I always think the opposite and add a lot of details for fear of forgetting'
907023771877429248,2017-09-10 23:31:33,b'RT @TheWeirdWorld: I wonder how many times I\xe2\x80\x99ve passed up an opportunity that could\xe2\x80\x99ve drastically changed my life.'
906598753859248129,2017-09-09 19:22:41,"b'@J_D_Landis Never!! Arrrrrggggh, never!!!'"
906433322036973568,2017-09-09 08:25:19,b'RT @RobertGreene: The need for certainty is the greatest disease the mind faces.'
905805411139424256,2017-09-07 14:50:13,"b'@Sagacity_Dave Loneliness itself is baggage, I think it all comes back to which baggage you decide to choose.'"
905467696254476288,2017-09-06 16:28:16,"b""RT @ValaAfshar: In my whole life, I have known no wise people who didn't read all the time \xe2\x80\x94none, zero.\n\n\xe2\x80\x94Charlie Munger #ReadABookDay \xf0\x9f\x93\x9a ht\xe2\x80\xa6"""
904664982511656960,2017-09-04 11:18:34,b'The Federal Government of Nigeria.: Get Minors Out of Nigerian Prisons. - Sign the Petition! https://t.co/Kyw0uFJc1e via @Change'
904099562889125888,2017-09-02 21:51:47,b'@id_joshua @DejEludire Must is a big word...'
904096140911669248,2017-09-02 21:38:11,"b'@DejEludire @id_joshua Well, like they say, impossibility is nothing \xf0\x9f\x98\x82'"
904096008208089088,2017-09-02 21:37:40,"b""@id_joshua @DejEludire Nah, if you're doing stalking right, the victim shouldn't know you're stalking, their callin\xe2\x80\xa6 https://t.co/FZei7Css7q"""
904095022274015233,2017-09-02 21:33:45,"b""@id_joshua @DejEludire Not exactly lol, it's a possible feat, but I'm just thinking I can't be the only person like me on his contact list"""
904094596266950656,2017-09-02 21:32:03,"b""@id_joshua @DejEludire Nah, there's a way around it, if they know you're stalking them, you're actually not stalking them yet \xf0\x9f\x98\x89"""
904089424904028160,2017-09-02 21:11:30,b'@DejEludire @id_joshua Most probably'
904088142088691716,2017-09-02 21:06:24,b'@id_joshua @DejEludire *there are always those people that are always the first to...'
904063913804869636,2017-09-02 19:30:08,b'@RobertGreene Word!'
903906890912030720,2017-09-02 09:06:11,"b""@OkezieOwen \xf0\x9f\x98\xa2 can't even start thinking of how many years away this will be for me"""
903906650356113408,2017-09-02 09:05:13,b'@oluafolabi \xc3\x80shed\xc3\xa0n\xc3\xb9!! \xf0\x9f\x99\x86'
903840280046133255,2017-09-02 04:41:29,"b""RT @Sterling_Bankng: The flood in Benue has affected many. Contribute to them by RTing this because we'll give \xe2\x82\xa650 for every RT of this twe\xe2\x80\xa6"""
903709721546383360,2017-09-01 20:02:42,b'@WhatTheFFacts \xf0\x9f\x99\x86'
903694530142187520,2017-09-01 19:02:20,b'@ValaAfshar This is the reptile version of Fast and furious.'
903683121194967045,2017-09-01 18:17:00,b'@realteewhy @IntThings All this your big big English sef... \xf0\x9f\x98\x82'
903682481836236801,2017-09-01 18:14:27,"b""What's the point of our economic system?Why do we need to make a lot of money?I want to be wealthy enough to get answers to these questions"""
903680115665756160,2017-09-01 18:05:03,b'@realteewhy @IntThings Shey somebody cannot pray for God to bless his boss again?'
903679373269716992,2017-09-01 18:02:06,b'@IntThings @realteewhy God bless you sir \xf0\x9f\x99\x8c'
903633785668993024,2017-09-01 15:00:57,b'@KarlreMarks ... And there was Karl Sharro'
903633531888443393,2017-09-01 14:59:57,"b'RT @KarlreMarks: @ay_lithe Always, but I look different on holiday'"
903633523898277888,2017-09-01 14:59:55,"b""@KarlreMarks Thanks for confirming a stereotype I've been struggling to shake, welcome back to 2005."""
903632517533765632,2017-09-01 14:55:55,"b""@KarlreMarks Dunno if it's your avi, but I always subconsciously imagined you in a skull cap&amp;a brown robe with a lo\xe2\x80\xa6 https://t.co/7M5xcxEgyF"""
903515073574031360,2017-09-01 07:09:14,b'RT @TheWeirdWorld: People who are good looking but have terrible personalities are basically real life click baits.'
903512718153584640,2017-09-01 06:59:53,"b'RT @KarlreMarks: If the aliens are as advanced as we are, one day we will receive a message from them and it will be something like: \xf0\x9f\xa4\x97\xf0\x9f\x98\x8e\xf0\x9f\x98\x8d'"
903412142992449536,2017-09-01 00:20:14,"b""@J_D_Landis You're taking about nothing, how vacuous"""
903334399416168448,2017-08-31 19:11:18,"b'@obyezeks Yaay, super mum \xf0\x9f\x92\xaa\xf0\x9f\x98\x86'"
903334004816007169,2017-08-31 19:09:44,"b'RT @PennStateIFC: With the current devastation in Houston, we are pledging $0.15 for every RT this gets! Please forward this along to help\xe2\x80\xa6'"
903272286186332160,2017-08-31 15:04:29,"b'@TheChulalah Hello, would it be convenient for you to mail the soft copy? Please.'"
902838160765456384,2017-08-30 10:19:26,b'RT @TheWeirdWorld: The best thing about democracy is that it gives everyone a voice. The worst thing about democracy is that it gives EVERY\xe2\x80\xa6'
902835440557973506,2017-08-30 10:08:37,"b""RT @azayah_page: Please if you're the one with a Toyota Camry tha just passed rumuola, I was the one calling you not to ask for a lift but\xe2\x80\xa6"""
902835423042572290,2017-08-30 10:08:33,b'@azayah_page \xf0\x9f\x98\x82'
902279028467527681,2017-08-28 21:17:38,b'RT @TheWeirdWorld: Life is just one long story about how you died.'
902206071762288641,2017-08-28 16:27:44,"b""RT @nowthisnews: It's been 3 years since Republicans lost their minds over Obama's tan suit https://t.co/48H48dAjq1"""
902205538666246145,2017-08-28 16:25:37,"b""@PoemsPorn Lol. There's nobody like this anymore, for now at least."""
901943362038751236,2017-08-27 23:03:49,"b'RT @TheWeirdWorld: Love is like a fart. if you have to force it, it\xe2\x80\x99s probably shit.'"
901942311151685633,2017-08-27 22:59:38,b'@PoemsPorn To me...'
901107281483501569,2017-08-25 15:41:32,"b""@booknerdfession It's not always worth it"""
900447282025439232,2017-08-23 19:58:56,b'@Factsionary @Teazlez \xf0\x9f\x98\x85'
900445803029958661,2017-08-23 19:53:03,"b'@AsapSCIENCE @DejEludire @Joseph72230  Science direct, lib.gen.rus \xf0\x9f\x98\x89'"
900445473835819009,2017-08-23 19:51:45,"b'RT @AsapSCIENCE: me: say it \xe2\x80\x94 I need to hear those three words..\nlibrary database: Full Text Online\nme, shedding tears: I love you, too\n\n[s\xe2\x80\xa6'"
900441242940694528,2017-08-23 19:34:56,b'@neverknownfacts Hear hear'
900005682317070337,2017-08-22 14:44:10,"b'@realteewhy Thanks for the compliment bro, happy divorce in advance.'"
900005416830193664,2017-08-22 14:43:07,"b'@realteewhy \xf0\x9f\x98\x85 if you don see, hala me abeg, we go gather draft the prenuptial ni, no time!'"
900004555462770688,2017-08-22 14:39:41,"b""@realteewhy 18 yr old sugar mummy, bro, that's sugar baby sister"""
